id,sentence
47651,"The meeting was scheduled to end Wednesday night, with attendees approving resolutions that express the denomination's view on issues but that are not binding on churches."
47661,But the inadequate performance of students in various subgroups tagged the state as deficient under the federal No Child Left Behind act.
47671,"This led to the recovery of the 270-kilogram Cancuen altar, announced on Wednesday by the Vanderbilt University in Nashville and the National Geographic Society."
47681,"In a not-too-subtle swipe at Dean, he predicted Americans would not elect a Democrat ""who sounds an uncertain trumpet in these dangerous times."""
47691,"The report forecasts there will be 71,079 hot spots worldwide this year, up from just 14,752 in 2002 and 1,214 in 2001."
47701,"A new study, conducted in Europe, found the medicine worked just as well as an earlier disputed study, sponsored by ImClone Systems, said it did."
47711,"Her lawyer Donald Levine told The Telegraph she had been offered $US250,000 to tell her story exclusively to Australian TV."
47721,Perry has called lawmakers into two special sessions to address congressional redistricting.
47731,AirTran officials and a Boeing official declined to comment yesterday.
47741,"The lawsuit names Shelley, a Democrat, and registrars in Los Angeles, Orange and San Diego counties."
47751,Negotiators said Friday they made good progress during their latest round of talks on creating a Central American Free Trade Agreement.
47761,"""It's very difficult to do large syndicated loans in Japan,"" where there is a lack of expertise, says one banker."
47771,The case comes out of Illinois and involves a for-profit company called Telemarketing Associates Inc.
47781,"He urged Congress to ""send me the final bill as soon as possible so that I can sign it into law."""
47791,"Mr. Pingeon is director of litigation for Massachusetts Correctional Legal Services, a prisoners' rights group."
47801,"Yee is a 1990 graduate of the U.S. Military Academy at West Point, New York."
47811,"""PNC regrets its involvement"" in the deals, Chairman and Chief Executive Officer James Rohr said in a statement."
47821,"CCAG supported Bill Curry, Rowland's opponent in the 2002 gubernatorial election."
47831,They later fell out and have backed a series of rival Congolese militias in recent years.
47841,Another said its members would continue to call the more than 50 million phone numbers on the Federal Trade Commission's list.
47851,Veteran entertainer Bob Hope celebrates his 100th birthday - and many years in showbusiness - on Thursday.
47861,Declining issues outnumbered advancers nearly 2 to 1 on the New York Stock Exchange.
47871,"A floating airfield with a flight deck covering 4.5 acres, the ship took about five years to build."
47881,"Im very proud of the citizens of this state, said Gov. John Baldacci, a casino foe."
47891,An injured woman co-worker also was hospitalized and was listed in good condition.
47901,"The shooting victim was taken to Kings County Hospital Center, where he later died, the police said."
47911,"They reported symptoms of fever, headache, rash and muscle aches."
47921,"""We've become like total strangers,"" Klein quotes him as saying."
47931,"Davey graduated Saturday from Northwest College, which is affiliated with the Assemblies of God, with a bachelor of arts degree in religion and philosophy."
47941,"The technology-laced Nasdaq Composite Index .IXIC fell 23.54 points, or 1.42 percent, to 1,630.08."
47951,"""It was a final test before delivering the missile to the armed forces."
47961,"""Your withdrawal from our country is inevitable, whether it happens today or tomorrow, and tomorrow will come soon."""
47971,"According to a news release sent by the Terry Schindler-Schiavo Foundation, Florida Speaker Johnnie Byrd will introduce ""Terri's Bill"" during the special session Monday."
47981,"Also, businesses throughout Utah are volunteering to display Amber alerts on their signs."
47991,"Thanks to the euro's rise against the Japanese currency, the dollar was at 117.24 yen, well above the overnight 10-month low of 116 yen."
48001,"Russian stocks fell after the arrest last Saturday of Mikhail Khodorkovsky, chief executive of Yukos Oil, on charges of fraud and tax evasion."
48011,"For the year, it expects sales of $94 million and a profit of 26 cents a share from continuing operations."
48021,"After Hughes refused to rehire Hernandez, he complained to the Equal Employment Opportunity Commission."
48031,"Dewhurst's proposal calls for an abrupt end to the controversial ""Robin Hood"" plan for school finance."
48041,Other countries and private creditors are owed at least $80 billion in addition.
48051,"Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $11,000 per call."
48061,He explained that he found Antetonitrus when he came to Wits in 2001 as a post-doctoral research assistant at England's University of Bristol.
48071,"Air Canada, the largest airline in Canada and No. 11 in the world, has been under court protection from creditors since April 1."
48081,The jury also found Gonzales guilty of using excessive force by dousing Olvera-Carrera with pepper spray.
48091,"The bodies of some of the dead, pulled out from under the train, were laid out beside the tracks while emergency services brought in wooden coffins."
48101,"Garner said the self-proclaimed mayor of Baghdad, Mohammed Mohsen al-Zubaidi, was released after two days in coalition custody."
48111,"""Enron company executives engaged in widespread and pervasive fraud,"" prosecutor Samuel Buell told the Associated Press."
48121,"Customers that pay the $1,219 entrance fee get SMS 2003 with 10 device client access licenses."
48131,Results of the 2001 Aboriginal Peoples Survey released yesterday by Statistics Canada suggest living standards have improved but still lag for those off reserves.
48141,"""The recent turnaround in the stock market and an easing in unemployment claims should keep consumer expectations at current levels and may signal more favorable economic times ahead."""
48151,"While the day's trading was lackluster, the Standard & Poor's 500 index was preparing to close out its best three-month period since the fourth quarter of 1998."
48161,ONA explicitly stated that it did not receive intelligence material indicating that Jemaah Islamiyah terrorist network was planning to mount an operation in Bali.
48171,"Those reports were denied by the interior minister, Prince Nayef."
48181,Bryant previously said that hike had a greater impact on demand than officials expected.
48191,"Judge Leroy Millette Jr. can reduce the punishment to life in prison without parole when Muhammad is formally sentenced Feb. 12, but Virginia judges rarely take such action."
48201,A spokeswoman at Strong Memorial Hospital said Doud was in satisfactory condition Tuesday night.
48211,"Ray Brent Marsh, 29, faces multiple counts of burial service fraud, making false statements, abuse of a dead body and theft."
